"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0043462","regulation of ATP-dependent activity","19/2428","73/18800",0.00187072012186705,0.021000120560702,0.0166567257591639,"481/7168/3337/4436/7169/5359/5217/10598/5216/81671/7341/51726/6742/3434/483/401152/51025/23234/3300",19
"BP","GO:0051098","regulation of binding","67/2428","366/18800",0.00187593996508342,0.0210201478138834,0.016672610832918,"1965/5329/60/4609/22919/3725/6714/5195/5901/805/6717/302/7009/115908/567/142/7291/5499/84525/10418/7040/3326/4233/4318/90780/5899/7114/6737/7295/3646/10459/5824/3146/2641/4035/5155/7341/7046/8904/1499/8664/6281/808/5925/998/54496/1026/147138/26073/64400/3434/9212/3925/9464/57669/51042/7474/285381/255738/6590/401152/3300/24144/4830/25/6612/8767",67
"BP","GO:0050671","positive regulation of lymphocyte proliferation","31/2428","141/18800",0.00189489162472557,0.0211712079559532,0.0167924276383655,"4615/199/2214/3965/3115/972/6188/1880/3113/7412/3109/970/1947/4282/54440/29108/1725/952/6850/916/3105/3146/10288/7293/1026/3569/6469/942/51293/23529/8767",31
"BP","GO:0007346","regulation of mitotic cell cycle","84/2428","478/18800",0.00189634226215469,0.0211712079559532,0.0167924276383655,"199/1104/11065/11277/11130/4609/10537/54443/5721/4436/1164/9032/118471/5017/10950/10783/6386/8450/983/5777/23113/3643/26574/246184/9184/9183/54998/113130/11040/5720/80279/10011/9820/51451/10263/4288/10459/5159/5356/8697/7039/51529/5155/8451/84632/23170/64094/595/9368/51434/4085/1499/23636/79621/5728/1386/4582/91603/5925/998/3275/699/1978/79184/56984/1026/6241/26073/55795/79866/9212/80198/677/328/23513/984/891/1022/51692/900/728642/10040/25/7508",84
"BP","GO:0034440","lipid oxidation","26/2428","112/18800",0.00190374988441054,0.0212151945224475,0.0168273165892677,"2168/6342/84879/3032/7291/3028/3033/6662/84649/39/10005/10449/5264/51094/5828/1891/114757/7941/1892/128/8310/37/8309/2170/51/1962",26
"BP","GO:0001890","placenta development","32/2428","147/18800",0.00191574117954961,0.021271333097068,0.0168718441832528,"3880/639/283/6768/682/10653/8728/6781/1508/6696/7855/6692/3516/10935/1045/2706/50814/430/3326/6194/9820/5155/8061/133/3726/9191/29072/677/899/10049/1437/7472",32
"BP","GO:2000377","regulation of reactive oxygen species metabolic process","32/2428","147/18800",0.00191574117954961,0.021271333097068,0.0168718441832528,"1535/3692/873/378/2950/2773/7305/387/3689/7001/51181/4314/26574/57126/54/183/5880/7040/22/6850/65018/405753/5159/5155/55022/10901/2185/7498/90527/140823/1026/10131",32
"BP","GO:0051403","stress-activated MAPK cascade","48/2428","245/18800",0.00195238762113338,0.021638962800895,0.0171634380881481,"7430/4615/5603/6366/3965/4609/3301/2950/1616/3476/5052/6386/6423/183/27035/54209/29108/939/55437/3276/11221/65018/3146/4281/1236/2873/2185/7498/51562/1386/8841/998/50488/9464/5478/27347/677/7474/148170/80824/55872/90441/8312/4920/9618/4790/136/8767",48
"BP","GO:0032984","protein-containing complex disassembly","47/2428","239/18800",0.00199779903894432,0.0221022324055358,0.0175308909670378,"822/2629/4609/51534/829/7429/5195/327/3312/22974/5341/3159/1072/6603/3643/9948/29082/5499/3799/5119/81631/57231/9793/9798/27243/81671/26586/7251/7415/643246/8673/4281/11004/2059/10519/6597/832/3925/5756/83743/6840/1984/11034/64780/6602/50853/24144",47
"BP","GO:0032963","collagen metabolic process","24/2428","101/18800",0.00200170826806445,0.0221055075523796,0.0175334887246383,"4312/4239/1278/1508/4321/1513/1289/4327/4316/4314/4323/57333/7040/4318/9902/11117/1277/5159/2191/114757/871/3569/1520/3688",24
"BP","GO:0001838","embryonic epithelial tube formation","28/2428","124/18800",0.00202538186761143,0.0223266419208049,0.0177088865048623,"6385/6768/10653/8915/836/6692/115908/6928/6423/7291/6662/26585/7040/4976/5216/1499/133/6659/7289/29072/7474/5898/23513/10522/7408/2348/25/6201",28
"BP","GO:0000280","nuclear division","79/2428","446/18800",0.00203773410964217,0.0224049718508573,0.0177710156797805,"1104/7153/11065/11130/10096/9133/54443/5518/54921/1164/9232/5901/10274/80346/991/22974/118471/8243/7314/387/10783/23113/3643/440145/246184/7329/9184/29082/9183/54998/5119/64793/113130/27175/8815/3303/27243/8086/9820/51451/7320/4288/80218/3304/10459/5159/8697/7039/51529/5155/11004/51434/2059/4085/23636/55143/546/811/29127/5925/998/699/56984/4605/26073/55795/79866/10635/9212/64151/80198/116138/26993/7474/10592/891/56647/10040/55968",79
"BP","GO:0071496","cellular response to external stimulus","58/2428","309/18800",0.00203981191907935,0.0224049718508573,0.0177710156797805,"54474/1535/1312/7351/4615/199/2629/1965/3309/8915/968/5366/2353/29103/7494/578/55630/3312/5105/3178/2350/84879/7412/6423/2752/6662/9020/28960/6513/183/81631/5899/55846/5292/50848/643246/10533/558/1277/978/11337/54407/360/8061/1386/9131/7378/1026/834/3170/84219/255738/10746/2348/4790/8493/53349/136",58
"BP","GO:0046031","ADP metabolic process","22/2428","90/18800",0.00206235017033694,0.0224448083847672,0.0178026129374541,"3692/226/11277/80201/4609/7167/2597/2203/3939/2023/5315/5236/3643/2026/204/5230/5211/2027/3101/50808/230/2821",22
"BP","GO:0003382","epithelial cell morphogenesis","11/2428","33/18800",0.00206465438545005,0.0224448083847672,0.0178026129374541,"57111/6768/10653/6781/1365/79983/4233/122786/2195/1306/57669",11
"BP","GO:0036336","dendritic cell migration","11/2428","33/18800",0.00206465438545005,0.0224448083847672,0.0178026129374541,"6366/3965/1880/7852/56833/7984/3146/1236/2059/811/998",11
"BP","GO:0001701","in utero embryonic development","70/2428","387/18800",0.00206994084914952,0.0224448083847672,0.0178026129374541,"3880/639/1999/9632/6768/10653/86/7855/6692/4609/10436/9133/4436/3516/9644/9927/1045/6928/60626/7291/50814/27173/102/56949/430/689/84525/5156/4061/705/3276/7320/1281/10672/5155/8451/7046/5704/1499/79621/8061/598/1386/57142/133/91603/51119/3726/6137/6241/55636/4836/9464/29072/57669/677/3688/8894/81502/23019/8312/891/2821/1603/10049/2021/4695/1437/10161/7472",70
"BP","GO:0032528","microvillus organization","9/2428","24/18800",0.00207393968660138,0.0224448083847672,0.0178026129374541,"688/7430/10083/7429/54825/5357/4640/53841/9368",9
"BP","GO:0071294","cellular response to zinc ion","9/2428","24/18800",0.00207393968660138,0.0224448083847672,0.0178026129374541,"4493/4501/4495/4502/4494/142/4496/4520/4499",9
"BP","GO:1901028","regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway","9/2428","24/18800",0.00207393968660138,0.0224448083847672,0.0178026129374541,"292/291/3303/10449/3002/4836/54978/28978/666",9
"BP","GO:0070371","ERK1 and ERK2 cascade","62/2428","335/18800",0.00207636065947393,0.0224448083847672,0.0178026129374541,"7534/5320/7430/6366/6357/3965/960/1512/4609/6348/56034/3725/6714/6364/6362/6356/972/1848/2950/1880/983/5777/6662/6351/4282/183/54209/7040/1436/5156/388372/29108/1846/6850/11221/11117/5159/128239/3123/3146/2641/10253/5155/9368/1236/10519/152007/2185/5728/387129/51231/1652/1847/9464/6369/677/81848/27330/5031/6278/25/8767",62
"BP","GO:0031098","stress-activated protein kinase signaling cascade","49/2428","252/18800",0.00207645661094773,0.0224448083847672,0.0178026129374541,"7430/4615/5603/6366/3965/4609/3301/2950/1616/3476/387/5052/6386/6423/183/27035/54209/29108/939/55437/3276/11221/65018/3146/4281/1236/2873/2185/7498/51562/1386/8841/998/50488/9464/5478/27347/677/7474/148170/80824/55872/90441/8312/4920/9618/4790/136/8767",49
"BP","GO:0007229","integrin-mediated signaling pathway","25/2428","107/18800",0.00209533453108321,0.0226089182736632,0.0179327804479599,"7070/3611/6714/967/1015/8754/5341/3689/3909/9636/57126/102/3694/3655/1281/6850/55612/2185/83706/998/3688/3695/7076/1495/25",25
"BP","GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase","6/2428","12/18800",0.00212318436170551,0.0228288961773538,0.0181072609517388,"6342/10005/8310/8309/51/1962",6
"BP","GO:0046831","regulation of RNA export from nucleus","6/2428","12/18800",0.00212318436170551,0.0228288961773538,0.0181072609517388,"9972/11052/22916/29072/55677/26993",6
"BP","GO:0014020","primary neural tube formation","23/2428","96/18800",0.00219147849830762,0.0235133696266468,0.0186501667175103,"6385/6768/10653/8915/836/6692/115908/6423/7291/7040/4976/5216/133/7289/29072/7474/5898/23513/10522/7408/2348/25/6201",23
"BP","GO:0016051","carbohydrate biosynthetic process","42/2428","209/18800",0.00220887776238382,0.0235133696266468,0.0186501667175103,"93010/2805/10331/2542/7167/2203/2525/5106/5226/5105/5341/55808/10327/5236/9572/3643/5499/9334/7040/84649/3612/2026/92579/23516/2683/5230/2641/5155/10728/10317/8705/2185/1468/6484/5950/2875/8445/4923/5031/2821/4790/1213",42
"BP","GO:0007094","mitotic spindle assembly checkpoint signaling","12/2428","38/18800",0.00221374647024331,0.0235133696266468,0.0186501667175103,"11130/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",12
"BP","GO:0048246","macrophage chemotaxis","12/2428","38/18800",0.00221374647024331,0.0235133696266468,0.0186501667175103,"5919/6288/6348/4192/4282/719/1436/56833/3958/2185/51192/1652",12
"BP","GO:0071173","spindle assembly checkpoint signaling","12/2428","38/18800",0.00221374647024331,0.0235133696266468,0.0186501667175103,"11130/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",12
"BP","GO:0071174","mitotic spindle checkpoint signaling","12/2428","38/18800",0.00221374647024331,0.0235133696266468,0.0186501667175103,"11130/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",12
"BP","GO:1902229","regulation of intrinsic apoptotic signaling pathway in response to DNA damage","12/2428","38/18800",0.00221374647024331,0.0235133696266468,0.0186501667175103,"960/972/6188/6423/4282/3190/80237/598/4582/22954/6387/54929",12
"BP","GO:0002637","regulation of immunoglobulin production","19/2428","74/18800",0.00221770677369304,0.0235146101238372,0.018651150646219,"8741/11277/7494/4436/51237/7009/7040/54440/51010/10459/10039/4189/7293/5950/3569/80762/942/2821/23529",19
"BP","GO:0009142","nucleoside triphosphate biosynthetic process","21/2428","85/18800",0.00224038012053297,0.0237139196841189,0.0188092375808723,"226/30968/4609/132/2023/142/54209/7040/7114/29922/7415/65018/54963/55022/50808/318/3615/1503/51727/4833/4830",21
"BP","GO:0002577","regulation of antigen processing and presentation","8/2428","20/18800",0.00227669397183423,0.0237169339794323,0.0188116284381175,"6366/968/972/54209/29108/55080/1236/10288",8
"BP","GO:0006379","mRNA cleavage","8/2428","20/18800",0.00227669397183423,0.0237169339794323,0.0188116284381175,"11052/29894/22916/79869/6038/23283/1478/51692",8
"BP","GO:0090026","positive regulation of monocyte chemotaxis","8/2428","20/18800",0.00227669397183423,0.0237169339794323,0.0188116284381175,"57402/3627/199/3146/6387/7941/10488/6278",8
"BP","GO:1903978","regulation of microglial cell activation","8/2428","20/18800",0.00227669397183423,0.0237169339794323,0.0188116284381175,"6348/9572/54209/2896/1075/3569/8530/3949",8
"BP","GO:0006903","vesicle targeting","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"54732/84364/10053/8773/553115/10652/56681/10113/23513/59349/5537/10972/10342",13
"BP","GO:0030808","regulation of nucleotide biosynthetic process","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"2980/4609/2023/142/2981/54209/7114/7415/65018/55022/4843/5163/136",13
"BP","GO:0033046","negative regulation of sister chromatid segregation","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"11130/9232/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",13
"BP","GO:0033048","negative regulation of mitotic sister chromatid segregation","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"11130/9232/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",13
"BP","GO:0090317","negative regulation of intracellular protein transport","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"27248/5905/91319/9530/51569/3998/10956/7295/55612/2664/7341/51715/3638",13
"BP","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"292/291/3303/10449/7417/1386/3002/4836/54978/55288/2139/28978/666",13
"BP","GO:2000816","negative regulation of mitotic sister chromatid separation","13/2428","43/18800",0.00228359118232411,0.0237169339794323,0.0188116284381175,"11130/9232/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",13
"BP","GO:0033628","regulation of cell adhesion mediated by integrin","14/2428","48/18800",0.00229213113203053,0.0237169339794323,0.0188116284381175,"6366/5328/9404/8754/6423/5777/10563/6850/916/55612/10519/83706/4582/1942",14
"BP","GO:0045839","negative regulation of mitotic nuclear division","14/2428","48/18800",0.00229213113203053,0.0237169339794323,0.0188116284381175,"11130/118471/9184/9183/54998/51451/10459/4085/699/56984/55795/9212/891/10040",14
"BP","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","28/2428","125/18800",0.00229493705717946,0.0237169339794323,0.0188116284381175,"8915/3965/1512/4609/5366/578/7805/3329/54205/6188/3336/387/1509/10134/29108/6280/6279/6850/7415/3146/7498/9131/112399/26355/9966/27429/834/666",28
"BP","GO:0010820","positive regulation of T cell chemotaxis","7/2428","16/18800",0.00234123440676562,0.023952628930756,0.0189985752775735,"6366/10563/102/9943/27347/7474/6278",7
"BP","GO:0042159","lipoprotein catabolic process","7/2428","16/18800",0.00234123440676562,0.023952628930756,0.0189985752775735,"11313/55347/5538/1509/10434/3949/147111",7
"BP","GO:0048207","vesicle targeting, rough ER to cis-Golgi","7/2428","16/18800",0.00234123440676562,0.023952628930756,0.0189985752775735,"553115/56681/10113/59349/5537/10972/10342",7
"BP","GO:0048208","COPII vesicle coating","7/2428","16/18800",0.00234123440676562,0.023952628930756,0.0189985752775735,"553115/56681/10113/59349/5537/10972/10342",7
"BP","GO:0051014","actin filament severing","7/2428","16/18800",0.00234123440676562,0.023952628930756,0.0189985752775735,"822/7429/1072/6840/11034/50853/2764",7
"BP","GO:0051238","sequestering of metal ion","7/2428","16/18800",0.00234123440676562,0.023952628930756,0.0189985752775735,"2512/2495/6717/3934/6280/6279/6278",7
"BP","GO:0007004","telomere maintenance via telomerase","18/2428","69/18800",0.00236842027071827,0.0241348702044224,0.019143124110457,"6714/3178/6950/85456/7520/10574/3326/10575/1736/7203/100134934/10728/1499/908/9212/55651/3183/22948",18
"BP","GO:0070527","platelet aggregation","18/2428","69/18800",0.00236842027071827,0.0241348702044224,0.019143124110457,"3611/10398/1192/60/71/9158/928/5341/5912/5777/3043/5156/6850/50848/83706/7414/3569/5478",18
"BP","GO:0050866","negative regulation of cell activation","43/2428","216/18800",0.00237793086560023,0.0241348702044224,0.019143124110457,"6385/11326/836/3965/5573/3135/7805/972/7305/928/4332/10062/4192/7001/5777/9572/54209/5156/3620/3149/259307/2896/11117/558/3123/3146/3958/5155/10461/79626/10039/10288/11314/114757/864/80762/6469/942/23513/1493/8530/3949/9306",43
"BP","GO:0051650","establishment of vesicle localization","36/2428","173/18800",0.00238336858421255,0.0241348702044224,0.019143124110457,"6385/54732/4645/6382/84364/10053/6386/4646/4640/3799/8773/10947/2647/27243/7251/65018/54874/553115/8976/1499/7879/81/10015/55930/10652/56681/4935/8195/5861/10113/23513/59349/55212/5537/10972/10342",36
"BP","GO:0044282","small molecule catabolic process","68/2428","376/18800",0.00238365674366306,0.0241348702044224,0.019143124110457,"2168/2805/51071/7167/6472/6342/219/5106/10007/5226/2653/5105/2023/84879/3032/10327/7291/2752/64900/25953/3028/27284/4942/3033/7263/5860/2720/2710/39/10005/11112/3612/3620/10449/2026/23498/259307/5264/23576/978/5211/5828/5019/7498/9784/5728/27350/1891/7378/3101/2166/3176/4843/1892/2875/4923/275/128/8310/22875/37/217/56922/8309/11164/1738/51/1962",68
"BP","GO:0032946","positive regulation of mononuclear cell proliferation","31/2428","143/18800",0.00239065143974515,0.0241348702044224,0.019143124110457,"4615/199/2214/3965/3115/972/6188/1880/3113/7412/3109/970/1947/4282/54440/29108/1725/952/6850/916/3105/3146/10288/7293/1026/3569/6469/942/51293/23529/8767",31
"BP","GO:2001056","positive regulation of cysteine-type endopeptidase activity","31/2428","143/18800",0.00239065143974515,0.0241348702044224,0.019143124110457,"8915/3965/1512/4609/5366/578/7805/3329/54205/6188/3336/387/27141/1509/10134/29108/6280/6279/6850/7415/3146/7498/9131/64065/112399/26355/9966/27429/834/666/8767",31
"BP","GO:0048525","negative regulation of viral process","22/2428","91/18800",0.00239455152240673,0.0241348702044224,0.019143124110457,"4938/11074/6732/3669/8519/5359/6772/9636/10410/10581/6737/4061/8815/8638/27350/7342/22954/5987/3434/5478/6590/8724",22
"BP","GO:0060021","roof of mouth development","22/2428","91/18800",0.00239455152240673,0.0241348702044224,0.019143124110457,"3664/8879/84159/7291/64651/5156/3694/90780/7341/7046/55636/9464/6469/6943/7474/3638/9242/55212/2049/55003/51141/6909",22
"BP","GO:0007173","epidermal growth factor receptor signaling pathway","25/2428","108/18800",0.00239868506050336,0.0241367684213151,0.0191446297245853,"5329/374/5284/10551/27131/6714/7429/6662/84313/183/7040/4318/58533/1839/7251/7039/84632/55614/7879/23636/2185/2886/222584/23624/25",25
"BP","GO:0007043","cell-cell junction assembly","32/2428","149/18800",0.00240366816954314,0.0241471951744909,0.0191528999422589,"1366/3728/7855/60/1365/9075/1364/51599/79983/71/928/2706/387/9948/183/8443/286676/80139/50848/79778/2705/1500/1499/389/5800/10015/7414/7368/84612/187/5318/1495",32
"BP","GO:0061082","myeloid leukocyte cytokine production","10/2428","29/18800",0.00245784487033047,0.0246509752732489,0.0195524846457696,"8915/3135/7805/972/4282/7040/10417/1653/9188/7474",10
"BP","GO:0033674","positive regulation of kinase activity","83/2428","476/18800",0.00250996034605437,0.025122230661401,0.0199262716314342,"6385/283/1958/7855/6366/8915/374/56034/6714/1164/55012/972/805/6188/1616/22974/2547/5716/8754/387/55011/3643/1741/4282/7520/9802/183/26585/54209/7040/1436/3326/4233/5156/5899/780/7295/55437/1839/3937/6850/65018/558/23531/5159/4486/3123/7984/148932/2641/10253/55697/7039/5155/84632/595/1236/10519/2185/10461/6259/808/998/11314/1942/4515/1026/9966/79866/5478/8812/7474/942/10899/90441/10006/8312/891/2049/4920/9618/10040/25",83
"BP","GO:0060760","positive regulation of response to cytokine stimulus","17/2428","64/18800",0.00251304432245463,0.025122230661401,0.0199262716314342,"4321/7805/972/7852/54209/3303/3304/558/9641/8904/10555/22954/84166/834/7474/54765/8767",17
"BP","GO:1903050","regulation of proteolysis involved in cellular protein catabolic process","44/2428","223/18800",0.00254814475148571,0.0254315653990042,0.0201716275510417,"2629/9709/5721/7805/991/5716/9491/7314/6386/255488/1459/54209/3326/10134/8078/5720/5705/3303/1457/6613/90637/7415/65018/3304/5886/11337/6125/7341/5704/2185/5728/51377/51136/1942/1075/6469/55872/28952/8312/55212/10213/3300/127544/6201",44
"BP","GO:0032535","regulation of cellular component size","64/2428","351/18800",0.00257422930538994,0.025650056824716,0.0203449290208257,"822/1207/7430/10083/6696/6366/829/2017/7429/10094/9530/54825/1982/5357/1173/6356/5341/387/3059/114908/5868/10435/9948/5499/10509/3326/29108/5217/7114/53841/9798/23105/5216/10109/9168/128239/2664/10093/9368/1236/2059/10456/2185/6259/5728/274/57142/832/10095/6387/6558/8799/5756/10092/393/6369/8195/7474/6840/148170/11034/7408/50853/25",64
"BP","GO:0071230","cellular response to amino acid stimulus","19/2428","75/18800",0.00261723894500612,0.0260362079114593,0.0206512135840449,"3158/1535/1282/1278/56034/7494/1291/5156/1788/28956/1290/1281/599/1277/598/445/55004/3182/1536",19
"BP","GO:0042129","regulation of T cell proliferation","36/2428","174/18800",0.00263966415790191,0.0260665300571185,0.0206752642871451,"6385/11326/199/836/3965/3115/5573/3135/6188/3113/7412/3109/970/5777/1947/5880/54440/29108/3620/1725/259307/6850/916/3105/3123/3146/3958/1499/10288/3569/80762/6469/942/23513/1493/8767",36
"BP","GO:0009135","purine nucleoside diphosphate metabolic process","24/2428","103/18800",0.00264277531350431,0.0260665300571185,0.0206752642871451,"3692/226/11277/80201/4609/7167/2597/2203/3939/2023/5315/5236/3643/4354/2026/204/5230/5211/8573/2027/3101/50808/230/2821",24
"BP","GO:0009179","purine ribonucleoside diphosphate metabolic process","24/2428","103/18800",0.00264277531350431,0.0260665300571185,0.0206752642871451,"3692/226/11277/80201/4609/7167/2597/2203/3939/2023/5315/5236/3643/4354/2026/204/5230/5211/8573/2027/3101/50808/230/2821",24
"BP","GO:0071103","DNA conformation change","24/2428","103/18800",0.00264277531350431,0.0260665300571185,0.0206752642871451,"7153/4176/11277/3181/54921/2547/3159/4172/7520/10146/3149/56916/3146/1653/546/51659/6742/116447/55636/4175/440081/2963/5983/25",24
"BP","GO:0051346","negative regulation of hydrolase activity","67/2428","371/18800",0.00264585079527142,0.0260665300571185,0.0206752642871451,"84152/2168/1718/10653/1508/5265/5329/960/6692/6714/2597/7429/2/1800/9530/9232/10935/302/3476/7009/25824/9491/54866/5997/6992/6423/341/55011/10406/27290/183/4318/939/1457/5918/5269/50848/1476/23516/4035/10253/1992/3958/80196/6195/5266/274/1469/51377/728113/871/55795/710/6690/8195/330/6590/2810/145376/2821/64780/10049/8530/1893/7076/10972/25",67
"BP","GO:1903706","regulation of hemopoiesis","67/2428","371/18800",0.00264585079527142,0.0260665300571185,0.0206752642871451,"28959/639/714/3122/3692/55365/3965/4609/6348/2353/3135/7494/55012/972/5105/7305/2547/6772/387/567/3059/4192/7001/5777/9636/4323/914/54209/7040/54440/939/3149/3303/9092/3276/259307/6850/56833/11221/3304/558/3123/3146/9760/8451/10519/1499/10456/2185/3204/3313/10401/10288/6659/9308/5925/864/55795/80762/6469/677/942/1493/54623/4920/25/8767",67
"BP","GO:0032212","positive regulation of telomere maintenance via telomerase","11/2428","34/18800",0.00270077237842588,0.0264796881589896,0.0210029700818882,"3178/6950/7520/10574/10575/1736/7203/1499/908/9212/22948",11
"BP","GO:0051973","positive regulation of telomerase activity","11/2428","34/18800",0.00270077237842588,0.0264796881589896,0.0210029700818882,"25849/4609/6950/7520/26585/3326/10575/1736/10728/1499/9212",11
"BP","GO:0090322","regulation of superoxide metabolic process","11/2428","34/18800",0.00270077237842588,0.0264796881589896,0.0210029700818882,"1535/2950/2773/7305/3689/26574/57126/54/183/7040/6850",11
"BP","GO:0016925","protein sumoylation","15/2428","54/18800",0.00275588770090276,0.0269337395433276,0.0213631113185837,"1958/5905/26354/10055/7329/10054/6613/7341/1499/10210/10401/8535/5987/23551/6612",15
"BP","GO:0061900","glial cell activation","15/2428","54/18800",0.00275588770090276,0.0269337395433276,0.0213631113185837,"712/199/6348/3459/3725/7305/3689/9572/54209/2896/4035/1075/3569/8530/3949",15
"BP","GO:0031577","spindle checkpoint signaling","12/2428","39/18800",0.00282743263221684,0.0275011650936448,0.0218131778671569,"11130/118471/9184/9183/51451/10459/4085/699/56984/55795/9212/891",12
"BP","GO:0032506","cytokinetic process","12/2428","39/18800",0.00282743263221684,0.0275011650936448,0.0218131778671569,"54443/55165/387/29082/5119/27243/375/23636/29127/10015/9212/6242",12
"BP","GO:0060236","regulation of mitotic spindle organization","12/2428","39/18800",0.00282743263221684,0.0275011650936448,0.0218131778671569,"22974/29082/5119/29899/3303/27243/3304/23636/8480/10039/79866/1213",12
"BP","GO:0006096","glycolytic process","20/2428","81/18800",0.00283798906507857,0.0275163503964353,0.0218252224372545,"3692/226/11277/80201/4609/7167/2597/2203/3939/2023/5315/5236/3643/2026/5230/5211/2027/3101/230/2821",20
"BP","GO:0010833","telomere maintenance via telomere lengthening","20/2428","81/18800",0.00283798906507857,0.0275163503964353,0.0218252224372545,"6714/3181/3178/142/6950/85456/7520/10574/3326/10575/1736/7203/100134934/10728/1499/908/9212/55651/3183/22948",20
"BP","GO:0015931","nucleobase-containing compound transport","43/2428","218/18800",0.00284677647947882,0.0275578773757143,0.0218581605103221,"53371/292/51006/79228/84271/9972/3181/10204/5901/10212/3178/6432/7884/10559/29957/6396/11052/7263/6426/291/9793/10237/8086/23180/22916/1070/4869/2705/63910/23636/8480/10128/29107/55795/60386/29072/29074/9197/55677/677/26993/1984/84248",43
"BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","13/2428","44/18800",0.00286406293709506,0.0276814171392537,0.0219561488983258,"3309/9709/7494/7009/10062/51060/4976/3303/10525/598/4189/10488/84447",13
"BP","GO:0031639","plasminogen activation","9/2428","25/18800",0.0028733826021381,0.027684023243907,0.0219582159898163,"1718/5328/302/2023/5230/6281/2161/5327/55848",9
"BP","GO:1903077","negative regulation of protein localization to plasma membrane","9/2428","25/18800",0.0028733826021381,0.027684023243907,0.0219582159898163,"1173/7040/116372/9528/10434/55022/598/131578/1213",9
"BP","GO:0051384","response to glucocorticoid","30/2428","139/18800",0.00298283267530175,0.0286847067662301,0.0227519310046835,"3158/6382/2805/6781/199/2629/836/374/2353/2/5106/5105/8754/2706/387/4192/2720/3291/595/8061/3490/808/133/445/5327/7332/3569/677/387758/590",30
"BP","GO:1903364","positive regulation of cellular protein catabolic process","33/2428","157/18800",0.00298662278687293,0.0286847067662301,0.0227519310046835,"7430/2629/9709/55737/7805/991/5716/255488/54209/10134/8078/5705/3303/6613/90637/7415/3304/5886/11337/4035/7341/5704/2185/5728/51136/1075/255738/28952/8312/55212/3300/127544/3949",33
"BP","GO:0008360","regulation of cell shape","32/2428","151/18800",0.002994551957405,0.0287157819363696,0.022776578986367,"7430/226/7168/6357/56882/6348/7429/6356/387/3689/10435/9948/79784/5880/1436/55660/30011/50848/103910/23268/23370/10672/390/9368/2059/389/2185/29984/6369/148170/391/1690",32
"BP","GO:0001841","neural tube formation","24/2428","104/18800",0.00302357659544008,0.0289252938468551,0.0229427581483461,"6385/6768/10653/8915/836/6692/115908/6423/7291/7040/4976/5216/133/6659/7289/29072/7474/5898/23513/10522/7408/2348/25/6201",24
"BP","GO:1901216","positive regulation of neuron death","21/2428","87/18800",0.00303058407254563,0.0289252938468551,0.0229427581483461,"712/1958/1965/836/6348/2353/1728/1616/7305/387/3689/142/2896/1499/1386/9131/998/4605/7474/255738/25",21
"BP","GO:1990542","mitochondrial transmembrane transport","21/2428","87/18800",0.00303058407254563,0.0289252938468551,0.0229427581483461,"7351/292/30968/29103/3329/7416/7263/51660/291/22/131118/9131/80273/100287932/140823/29074/64116/9512/10166/51025/131474",21
"BP","GO:0030217","T cell differentiation","50/2428","263/18800",0.0030483753549127,0.0290497825877818,0.0230414992394615,"639/3122/1958/2629/7855/3965/3135/7494/972/5105/1880/387/653519/567/10945/4192/7001/914/23210/54440/2207/939/9092/6194/259307/6850/916/11221/3123/3146/9760/1236/1499/1386/915/10288/6659/51463/9308/864/79840/55636/3569/6469/677/942/1493/925/25/8767",50
"BP","GO:0061912","selective autophagy","19/2428","76/18800",0.00307530702926895,0.0292608528850193,0.023208914471523,"292/8878/550/7416/51569/9927/10075/23192/81631/291/987/51368/10133/65018/11140/7879/55054/27429/8767",19
"BP","GO:0001933","negative regulation of protein phosphorylation","62/2428","341/18800",0.00317815011799978,0.0301859181174767,0.0239426511108838,"84152/7070/2629/55861/55450/836/5573/3725/578/5518/23603/3301/1848/805/2950/5997/79899/51654/6423/7291/5777/56937/11329/84313/183/26585/7040/64793/6879/29108/80279/58533/7320/7251/11221/11117/4035/10253/4869/55022/10519/23636/7498/5800/5728/808/7345/5925/11314/5987/1026/5478/6690/5794/80824/55872/81848/2810/64780/23624/25/5611",62
