Type	ID	Name	Description	Target	MoA
kd	CGS001-5754	PTK7	Type VI RTKs: PTK7/CCK4		
kd	CGS001-5763	PTMS	-		
kd	CGS001-7803	PTP4A1	Protein tyrosine phosphatases / Class I Cys-based PTPs : PRLs		
oe	ccsbBroad304_02632	PTP4A3	Protein tyrosine phosphatases		
kd	CGS001-11156	PTP4A3	Protein tyrosine phosphatases		
oe	ccsbBroad304_07374	PTPLA	-		
kd	CGS001-9200	PTPLA	-		
kd	CGS001-51495	PTPLAD1	-		
kd	CGS001-5770	PTPN1	Protein tyrosine phosphatases		
kd	CGS001-5781	PTPN11	Protein tyrosine phosphatases		
oe	ccsbBroad304_06814	PTPN12	Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor		
kd	CGS001-5782	PTPN12	Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor		
oe	ccsbBroad304_01340	PTPN2	Protein tyrosine phosphatases		
kd	CGS001-5771	PTPN2	Protein tyrosine phosphatases		
kd	CGS001-26191	PTPN22	Protein tyrosine phosphatases / Class I Cys-based PTPs : Non-receptor		
oe	ccsbBroad304_01341	PTPN4	Protein tyrosine phosphatases		
kd	CGS001-5775	PTPN4	Protein tyrosine phosphatases		
oe	ccsbBroad304_01342	PTPN6	Protein tyrosine phosphatases		
kd	CGS001-5777	PTPN6	Protein tyrosine phosphatases		
oe	ccsbBroad304_13936	PTPRF	Receptor tyrosine phosphatases (RTP)		
kd	CGS001-5792	PTPRF	Receptor tyrosine phosphatases (RTP)		
kd	CGS001-5793	PTPRG	Receptor tyrosine phosphatases (RTP)		
kd	CGS001-5796	PTPRK	Receptor tyrosine phosphatases (RTP)		
oe	ccsbBroad304_09954	PTRF	-		
kd	CGS001-284119	PTRF	-		
oe	ccsbBroad304_06820	PTS	-		
kd	CGS001-5805	PTS	-		
oe	ccsbBroad304_02115	PTTG1	-		
kd	CGS001-9232	PTTG1	-		
cp	BRD-K36529613	PU-H71	HSP inhibitor	HSP90AA1	HSP inhibitor
oe	ccsbBroad304_02691	PUF60	RNA binding motif (RRM) containing		
kd	CGS001-22827	PUF60	RNA binding motif (RRM) containing		
kd	CGS001-23369	PUM2	-		
kd	CGS001-5813	PURA	-		
kd	CGS001-150962	PUS10	-		
oe	ccsbBroad304_09095	PUS7L	-		
kd	CGS001-83448	PUS7L	-		
oe	ccsbBroad304_06824	PVR	Immunoglobulin superfamily / C2-set domain containing		
kd	CGS001-5817	PVR	Immunoglobulin superfamily / C2-set domain containing		
oe	ccsbBroad304_01350	PVRL2	Immunoglobulin superfamily / C2-set domain containing		
kd	CGS001-5819	PVRL2	Immunoglobulin superfamily / C2-set domain containing		
oe	ccsbBroad304_07759	PWP1	WD repeat domain containing		
kd	CGS001-11137	PWP1	WD repeat domain containing		
oe	ccsbBroad304_12106	PXK	Slob family		
kd	CGS001-54899	PXK	Slob family		
kd	CGS001-5827	PXMP2	-		
kd	CGS001-5829	PXN	-		
oe	ccsbBroad304_06828	PYCR1	-		
kd	CGS001-5831	PYCR1	-		
kd	CGS001-65263	PYCRL	-		
oe	ccsbBroad304_01355	PYGL	Glycogen phosphorylases		
kd	CGS001-5836	PYGL	Glycogen phosphorylases		
kd	CGS001-5859	QARS	Aminoacyl tRNA synthetases / Class I		
oe	ccsbBroad304_01356	QDPR	Short chain dehydrogenase/reductase superfamily / Atypical members		
kd	CGS001-5860	QDPR	Short chain dehydrogenase/reductase superfamily / Atypical members		
cp	BRD-U33728988	QL-X-138	MTOR inhibitor	BTK, JAK3, MKNK2, MTOR, PRKDC	MTOR inhibitor
cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor	DDR1	DDR1 inhibitor
cp	BRD-U86922168	QL-XII-47	BTK inhibitor	BMX, BTK	BTK inhibitor, Cytoplasmic tyrosine protein kinase BMX inhibitor
oe	ccsbBroad304_02853	QPCT	Aminopeptidase Y		
kd	CGS001-25797	QPCT	Aminopeptidase Y		
oe	ccsbBroad304_07889	QPRT	-		
kd	CGS001-23475	QPRT	-		
kd	CGS001-84109	QRFPR	GPCR / Class A : RF amide peptide receptors		
oe	ccsbBroad304_03570	QRSL1	-		
kd	CGS001-55278	QRSL1	-		
cp	BRD-K02526760	QS-11	ARFGAP inhibitor	ARFGAP1	ARFGAP inhibitor
cp	BRD-K72264770	QW-BI-011	Histone lysine methyltransferase inhibitor	EHMT2	Histone lysine methyltransferase inhibitor
cp	BRD-K40782193	QX-222	Sodium channel blocker		Sodium channel blocker
cp	BRD-K56596464	QX-314	Sodium channel blocker	MAPK14, TGFBR1	Sodium channel blocker
cp	BRD-K54665485	R-59022	Diacylglycerol kinase inhibitor	DGKA	Diacylglycerol kinase inhibitor, Protein kinase inhibitor
cp	BRD-K15588452	R-96544	Serotonin receptor antagonist	HTR2A	Serotonin receptor antagonist
oe	ccsbBroad304_02009	RAB11A	RAB, member RAS oncogene		
kd	CGS001-8766	RAB11A	RAB, member RAS oncogene		
oe	ccsbBroad304_07808	RAB11FIP2	-		
kd	CGS001-22841	RAB11FIP2	-		
oe	ccsbBroad304_04261	RAB1B	RAB, member RAS oncogene		
kd	CGS001-81876	RAB1B	RAB, member RAS oncogene		
kd	CGS001-23011	RAB21	RAB, member RAS oncogene		
oe	ccsbBroad304_03371	RAB23	RAB, member RAS oncogene		
kd	CGS001-51715	RAB23	RAB, member RAS oncogene		
oe	ccsbBroad304_01361	RAB27A	RAB, member RAS oncogene		
kd	CGS001-5873	RAB27A	RAB, member RAS oncogene		
oe	ccsbBroad304_02601	RAB31	RAB, member RAS oncogene		
kd	CGS001-11031	RAB31	RAB, member RAS oncogene		
kd	CGS001-22930	RAB3GAP1	-		
oe	ccsbBroad304_01360	RAB4A	RAB, member RAS oncogene		
kd	CGS001-5867	RAB4A	RAB, member RAS oncogene		
oe	ccsbBroad304_06830	RAB5A	RAB, member RAS oncogene		
kd	CGS001-5868	RAB5A	RAB, member RAS oncogene		
kd	CGS001-5869	RAB5B	RAB, member RAS oncogene		
kd	CGS001-7879	RAB7A	RAB, member RAS oncogene		
oe	ccsbBroad304_01363	RABGGTA	Prenyltransferase alpha subunit repeat containing		
kd	CGS001-5875	RABGGTA	Prenyltransferase alpha subunit repeat containing		
oe	ccsbBroad304_06831	RAC1	Endogenous ligands		
kd	CGS001-5879	RAC1	Endogenous ligands		
kd	CGS001-5881	RAC3	Endogenous ligands		
oe	ccsbBroad304_01347	RAD1	-		
kd	CGS001-5810	RAD1	-		
oe	ccsbBroad304_06836	RAD23B	-		
kd	CGS001-5887	RAD23B	-		
kd	CGS001-10111	RAD50	-		
kd	CGS001-5888	RAD51	-		
kd	CGS001-5889	RAD51C	Fanconi anemia, complementation groups		
kd	CGS001-8438	RAD54L	-		
kd	CGS001-5883	RAD9A	-		
oe	ccsbBroad304_01936	RAE1	WD repeat domain containing		
kd	CGS001-8480	RAE1	WD repeat domain containing		
oe	ccsbBroad304_06837	RAF1	RAF family		
kd	CGS001-5894	RAF1	RAF family		
kd	CGS001-26064	RAI14	Ankyrin repeat domain containing		
oe	ccsbBroad304_01371	RALA	-		
kd	CGS001-5898	RALA	-		
oe	ccsbBroad304_01372	RALB	-		
kd	CGS001-5899	RALB	-		
oe	ccsbBroad304_02565	RALBP1	-		
kd	CGS001-10928	RALBP1	-		
kd	CGS001-5900	RALGDS	-		
oe	ccsbBroad304_02376	RAMP1	Receptor (G protein-coupled) activity modifying proteins		
kd	CGS001-10267	RAMP1	Receptor (G protein-coupled) activity modifying proteins		
oe	ccsbBroad304_01373	RAN	-		
kd	CGS001-5901	RAN	-		
kd	CGS001-10048	RANBP9	-		
oe	ccsbBroad304_01374	RAP1A	-		
kd	CGS001-5906	RAP1A	-		
kd	CGS001-5909	RAP1GAP	-		
oe	ccsbBroad304_06840	RAP1GDS1	Armadillo repeat containing		
kd	CGS001-5910	RAP1GDS1	Armadillo repeat containing		
oe	ccsbBroad304_01375	RARA	Retinoic acid receptors		
kd	CGS001-5914	RARA	Retinoic acid receptors		
oe	ccsbBroad304_01376	RARB	Retinoic acid receptors		
kd	CGS001-5915	RARB	Retinoic acid receptors		
oe	ccsbBroad304_01377	RARG	Retinoic acid receptors		
kd	CGS001-5916	RARG	Retinoic acid receptors		
kd	CGS001-5918	RARRES1	-		
oe	ccsbBroad304_06845	RARRES3	-		
kd	CGS001-5920	RARRES3	-		
oe	ccsbBroad304_01378	RASA1	Pleckstrin homology (PH) domain containing		
kd	CGS001-5921	RASA1	Pleckstrin homology (PH) domain containing		
oe	ccsbBroad304_03357	RASD1	-		
kd	CGS001-51655	RASD1	-		
kd	CGS001-10125	RASGRP1	EF-hand domain containing		
oe	ccsbBroad304_09420	RASGRP4	EF-hand domain containing		
kd	CGS001-115727	RASGRP4	EF-hand domain containing		
oe	ccsbBroad304_07766	RASSF1	-		
kd	CGS001-11186	RASSF1	-		
oe	ccsbBroad304_02239	RASSF2	-		
kd	CGS001-9770	RASSF2	-		
kd	CGS001-83593	RASSF5	-		
kd	CGS001-125950	RAVER1	RNA binding motif (RRM) containing		
kd	CGS001-5925	RB1	Endogenous ligands		
oe	ccsbBroad304_06847	RBBP4	WD repeat domain containing		
kd	CGS001-5928	RBBP4	WD repeat domain containing		
oe	ccsbBroad304_01379	RBBP6	-		
kd	CGS001-5930	RBBP6	-		
oe	ccsbBroad304_01380	RBBP7	WD repeat domain containing		
kd	CGS001-5931	RBBP7	WD repeat domain containing		
kd	CGS001-5932	RBBP8	-		
kd	CGS001-10616	RBCK1	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_03917	RBKS	-		
kd	CGS001-64080	RBKS	-		
kd	CGS001-5933	RBL1	-		
kd	CGS001-5934	RBL2	-		
oe	ccsbBroad304_12492	RBM15	RNA binding motif (RRM) containing		
kd	CGS001-64783	RBM15	RNA binding motif (RRM) containing		
oe	ccsbBroad304_11910	RBM15B	RNA binding motif (RRM) containing		
kd	CGS001-29890	RBM15B	RNA binding motif (RRM) containing		
kd	CGS001-23029	RBM34	RNA binding motif (RRM) containing		
oe	ccsbBroad304_07565	RBM6	G patch domain containing		
kd	CGS001-10180	RBM6	G patch domain containing		
oe	ccsbBroad304_01383	RBMS1	RNA binding motif (RRM) containing		
kd	CGS001-5937	RBMS1	RNA binding motif (RRM) containing		
oe	ccsbBroad304_03028	RBMX	RNA binding motif (RRM) containing		
kd	CGS001-27316	RBMX	RNA binding motif (RRM) containing		
kd	CGS001-5947	RBP1	Fatty acid binding protein family		
oe	ccsbBroad304_06852	RBP4	Lipocalins		
kd	CGS001-5950	RBP4	Lipocalins		
oe	ccsbBroad304_06435	RBPJ	-		
kd	CGS001-3516	RBPJ	-		
oe	ccsbBroad304_02279	RBX1	RING-type (C3HC4) zinc fingers		
kd	CGS001-9978	RBX1	RING-type (C3HC4) zinc fingers		
kd	CGS001-1827	RCAN1	-		
oe	ccsbBroad304_04544	RCCD1	-		
kd	CGS001-91433	RCCD1	-		
oe	ccsbBroad304_07961	RCHY1	RING-type (C3HC4) zinc fingers		
kd	CGS001-25898	RCHY1	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_01845	RDBP	-		
kd	CGS001-7936	RDBP	-		
oe	ccsbBroad304_08221	RDH11	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2		
kd	CGS001-51109	RDH11	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2		
kd	CGS001-57665	RDH14	Short chain dehydrogenase/reductase superfamily / Classical SDR fold cluster 2		
oe	ccsbBroad304_06855	RDX	-		
kd	CGS001-5962	RDX	-		
kd	CGS001-7905	REEP5	Receptor accessory proteins		
kd	CGS001-5966	REL	NFkappaB transcription factor family		
kd	CGS001-5970	RELA	NFkappaB transcription factor family		
oe	ccsbBroad304_01388	RELB	NFkappaB transcription factor family		
kd	CGS001-5971	RELB	NFkappaB transcription factor family		
kd	CGS001-5649	RELN	-		
oe	ccsbBroad304_04465	RERG	-		
kd	CGS001-85004	RERG	-		
oe	ccsbBroad304_06856	RET	Type XIV RTKs: RET		
kd	CGS001-5979	RET	Type XIV RTKs: RET		
kd	CGS001-54884	RETSAT	-		
cp	BRD-A68281735	REV-5901	Leukotriene receptor antagonist	ALOX5	Leukotriene receptor antagonist, Lipoxygenase inhibitor
kd	CGS001-5981	RFC1	ATPases / AAA-type		
kd	CGS001-5982	RFC2	ATPases / AAA-type		
oe	ccsbBroad304_01391	RFC5	ATPases / AAA-type		
kd	CGS001-5985	RFC5	ATPases / AAA-type		
oe	ccsbBroad304_08511	RFK	-		
kd	CGS001-55312	RFK	-		
kd	CGS001-5986	RFNG	Beta 3-glycosyltransferases		
oe	ccsbBroad304_03940	RFWD2	RING-type (C3HC4) zinc fingers		
kd	CGS001-64326	RFWD2	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_01394	RFX4	-		
kd	CGS001-5992	RFX4	-		
oe	ccsbBroad304_01395	RFX5	-		
kd	CGS001-5993	RFX5	-		
oe	ccsbBroad304_09881	RFX6	-		
kd	CGS001-222546	RFX6	-		
oe	ccsbBroad304_01970	RFXANK	Ankyrin repeat domain containing		
kd	CGS001-8625	RFXANK	Ankyrin repeat domain containing		
cp	BRD-K82688027	RG-13022	PDGFR receptor inhibitor	EGFR, PDGFRA, PDGFRB	PDGFR receptor inhibitor
cp	BRD-K21853356	RG-14620	EGFR inhibitor	EGFR	EGFR inhibitor
kd	CGS001-6004	RGS16	Regulators of G-protein signaling		
oe	ccsbBroad304_08853	RGS18	Regulators of G-protein signaling		
kd	CGS001-64407	RGS18	Regulators of G-protein signaling		
kd	CGS001-10287	RGS19	Regulators of G-protein signaling		
kd	CGS001-5997	RGS2	Endogenous ligands		
oe	ccsbBroad304_06862	RGS3	-		
oe	ccsbBroad304_01396	RGS4	Regulators of G-protein signaling		
kd	CGS001-5999	RGS4	Regulators of G-protein signaling		
cp	BRD-K56047318	RHC-80267	Triacylglycerol lipase inhibitor	DAGLA, DAGLB, LIPC, LIPE, LIPG	Triacylglycerol lipase inhibitor
oe	ccsbBroad304_01398	RHEB	-		
kd	CGS001-6009	RHEB	-		
cp	BRD-K46678324	RHO-kinase-inhibitor-II	Rho associated kinase inhibitor		Rho associated kinase inhibitor
cp	BRD-K23875128	RHO-kinase-inhibitor-III[rockout]	Rho associated kinase inhibitor	IMPDH2, ROCK1	Rho associated kinase inhibitor
oe	ccsbBroad304_00100	RHOA	-		
kd	CGS001-387	RHOA	-		
kd	CGS001-388	RHOB	-		
oe	ccsbBroad304_02266	RHOBTB1	BTB/POZ domain containing		
kd	CGS001-9886	RHOBTB1	BTB/POZ domain containing		
oe	ccsbBroad304_00101	RHOC	-		
oe	ccsbBroad304_03122	RHOD	-		
kd	CGS001-29984	RHOD	-		
kd	CGS001-253260	RICTOR	-		
oe	ccsbBroad304_08585	RIOK2	RIO2 subfamily		
kd	CGS001-55781	RIOK2	RIO2 subfamily		
kd	CGS001-8780	RIOK3	RIO3 subfamily		
kd	CGS001-8737	RIPK1	Receptor interacting protein kinase (RIPK) family		
oe	ccsbBroad304_02010	RIPK2	Receptor interacting protein kinase (RIPK) family		
kd	CGS001-8767	RIPK2	Receptor interacting protein kinase (RIPK) family		
kd	CGS001-11035	RIPK3	Receptor interacting protein kinase (RIPK) family		
kd	CGS001-54101	RIPK4	Receptor interacting protein kinase (RIPK) family		
oe	ccsbBroad304_01401	RIT1	-		
kd	CGS001-6016	RIT1	-		
cp	BRD-K00317371	RITA	MDM inhibitor	MDM2, TXNRD1, TXNRD2	MDM inhibitor
cp	BRD-A77349281	RK-682	Tyrosine phosphatase inhibitor	HPSE, PTPN1	Tyrosine phosphatase inhibitor
oe	ccsbBroad304_01406	RNASE4	Ribonucleases, RNase A		
kd	CGS001-6038	RNASE4	Ribonucleases, RNase A		
oe	ccsbBroad304_01974	RNASET2	-		
kd	CGS001-8635	RNASET2	-		
oe	ccsbBroad304_00102	RND3	-		
kd	CGS001-390	RND3	-		
oe	ccsbBroad304_02979	RNF11	RING-type (C3HC4) zinc fingers		
kd	CGS001-26994	RNF11	RING-type (C3HC4) zinc fingers		
kd	CGS001-63891	RNF123	RING-type (C3HC4) zinc fingers		
kd	CGS001-54941	RNF125	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_03309	RNF138	RING-type (C3HC4) zinc fingers		
kd	CGS001-51444	RNF138	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_02209	RNF14	RING-type (C3HC4) zinc fingers		
kd	CGS001-9604	RNF14	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_09703	RNF145	RING-type (C3HC4) zinc fingers		
kd	CGS001-153830	RNF145	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_04256	RNF146	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_09425	RNF166	RING-type (C3HC4) zinc fingers		
kd	CGS001-115992	RNF166	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_07976	RNF167	RING-type (C3HC4) zinc fingers		
kd	CGS001-26001	RNF167	RING-type (C3HC4) zinc fingers		
kd	CGS001-54546	RNF186	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_03713	RNF20	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_03939	RNF25	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_01408	RNF5	RING-type (C3HC4) zinc fingers		
kd	CGS001-6048	RNF5	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_07450	RNF7	RING-type (C3HC4) zinc fingers		
kd	CGS001-9616	RNF7	RING-type (C3HC4) zinc fingers		
oe	ccsbBroad304_07291	RNGTT	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases		
kd	CGS001-8732	RNGTT	Protein tyrosine phosphatases / Class I Cys-based PTPs : Atypical dual specificity phosphatases		
oe	ccsbBroad304_06870	RNH1	-		
kd	CGS001-6050	RNH1	-		
kd	CGS001-55328	RNLS	-		
oe	ccsbBroad304_02002	RNMT	-		
kd	CGS001-8731	RNMT	-		
oe	ccsbBroad304_02560	RNPS1	RNA binding motif (RRM) containing		
kd	CGS001-10921	RNPS1	RNA binding motif (RRM) containing		
cp	BRD-A63546914	RO-04-5595	Glutamate receptor antagonist		Glutamate receptor antagonist
cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor	NGFR, NGF	NGF binding inhibitor
cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist	DRD4	Dopamine receptor agonist
cp	BRD-K82823076	RO-15-4513	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5, GABRA4, GABRA6, GABRB2, GABRG2	GABA benzodiazepine site receptor inverse agonist
cp	BRD-K44899736	RO-16-6941	Monoamine oxidase inhibitor		Monoamine oxidase inhibitor
cp	BRD-K80778372	RO-19-4605	GABA benzodiazepine site receptor inverse agonist	GABRA1, GABRA2, GABRA3, GABRA5	GABA benzodiazepine site receptor inverse agonist
cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist	GRIN2B, SLC18A2	Ionotropic glutamate receptor antagonist, Monamine transporter modulator
cp	BRD-K21672174	RO-28-1675	Glucokinase activator	GCK	Glucokinase activator
cp	BRD-K78373679	RO-3306	CDK inhibitor	CDK1	CDK inhibitor
cp	BRD-A49370193	RO-60-0175	Serotonin receptor agonist	HTR2C, HTR2A, HTR2B	Serotonin receptor agonist
cp	BRD-K58299615	RO-90-7501	Beta amyloid inhibitor	APP	Beta amyloid inhibitor
kd	CGS001-6093	ROCK1	Pleckstrin homology (PH) domain containing		
kd	CGS001-9475	ROCK2	Pleckstrin homology (PH) domain containing		
oe	ccsbBroad304_01411	RORC	Retinoic acid-related orphans		
kd	CGS001-6097	RORC	Retinoic acid-related orphans		
kd	CGS001-6098	ROS1	Type XVII RTKs: ROS receptors		
kd	CGS001-6117	RPA1	-		
oe	ccsbBroad304_01413	RPA2	-		
kd	CGS001-6118	RPA2	-		
kd	CGS001-6119	RPA3	-		
oe	ccsbBroad304_09006	RPF1	-		
kd	CGS001-80135	RPF1	-		
kd	CGS001-22934	RPIA	-		
oe	ccsbBroad304_01421	RPL11	L ribosomal proteins		
oe	ccsbBroad304_01423	RPL19	L ribosomal proteins		
oe	ccsbBroad304_01425	RPL22	L ribosomal proteins		
kd	CGS001-6146	RPL22	L ribosomal proteins		
oe	ccsbBroad304_04718	RPL39L	L ribosomal proteins		
kd	CGS001-116832	RPL39L	L ribosomal proteins		
oe	ccsbBroad304_01418	RPL7	L ribosomal proteins		
kd	CGS001-6129	RPL7	L ribosomal proteins		
oe	ccsbBroad304_06888	RPN1	-		
kd	CGS001-6184	RPN1	-		
oe	ccsbBroad304_06889	RPN2	-		
kd	CGS001-6185	RPN2	-		
kd	CGS001-10557	RPP38	-		
oe	ccsbBroad304_01450	RPS10	S ribosomal proteins		
kd	CGS001-6204	RPS10	S ribosomal proteins		
oe	ccsbBroad304_01452	RPS13	S ribosomal proteins		
kd	CGS001-6207	RPS13	S ribosomal proteins		
oe	ccsbBroad304_01453	RPS14	S ribosomal proteins		
kd	CGS001-6208	RPS14	S ribosomal proteins		
oe	ccsbBroad304_01454	RPS15A	S ribosomal proteins		
kd	CGS001-6210	RPS15A	S ribosomal proteins		
oe	ccsbBroad304_01455	RPS16	S ribosomal proteins		
kd	CGS001-6217	RPS16	S ribosomal proteins		
oe	ccsbBroad304_01457	RPS19	S ribosomal proteins		
kd	CGS001-6223	RPS19	S ribosomal proteins		
oe	ccsbBroad304_01463	RPS27A	S ribosomal proteins		
kd	CGS001-6233	RPS27A	S ribosomal proteins		
oe	ccsbBroad304_01445	RPS3	S ribosomal proteins		
kd	CGS001-6188	RPS3	S ribosomal proteins		
oe	ccsbBroad304_01446	RPS3A	S ribosomal proteins		
kd	CGS001-6189	RPS3A	S ribosomal proteins		
kd	CGS001-6193	RPS5	S ribosomal proteins		
oe	ccsbBroad304_06894	RPS6	S ribosomal proteins		
kd	CGS001-6194	RPS6	S ribosomal proteins		
oe	ccsbBroad304_06896	RPS6KA1	RSK subfamily		
kd	CGS001-6195	RPS6KA1	RSK subfamily		
kd	CGS001-6196	RPS6KA2	RSK subfamily		
oe	ccsbBroad304_01447	RPS6KA3	RSK subfamily		
kd	CGS001-6197	RPS6KA3	RSK subfamily		
oe	ccsbBroad304_11324	RPS6KA4	MSK subfamily		
kd	CGS001-8986	RPS6KA4	MSK subfamily		
oe	ccsbBroad304_02123	RPS6KA5	MSK subfamily		
kd	CGS001-9252	RPS6KA5	MSK subfamily		
oe	ccsbBroad304_11109	RPS6KB1	p70 subfamily		
kd	CGS001-6198	RPS6KB1	p70 subfamily		
oe	ccsbBroad304_06897	RPS6KB2	p70 subfamily		
kd	CGS001-6199	RPS6KB2	p70 subfamily		
oe	ccsbBroad304_04288	RPS6KL1	RSKL family		
kd	CGS001-83694	RPS6KL1	RSKL family		
oe	ccsbBroad304_01448	RPS7	S ribosomal proteins		
kd	CGS001-6201	RPS7	S ribosomal proteins		
kd	CGS001-6203	RPS9	S ribosomal proteins		
kd	CGS001-57521	RPTOR	WD repeat domain containing		
oe	ccsbBroad304_02500	RRAGA	-		
kd	CGS001-10670	RRAGA	-		
kd	CGS001-10325	RRAGB	-		
oe	ccsbBroad304_03928	RRAGC	-		
kd	CGS001-64121	RRAGC	-		
kd	CGS001-58528	RRAGD	-		
oe	ccsbBroad304_06902	RRM1	Ribonucleoside-diphosphate reductases		
kd	CGS001-6240	RRM1	Ribonucleoside-diphosphate reductases		
oe	ccsbBroad304_01466	RRM2	Ribonucleoside-diphosphate reductases		
kd	CGS001-6241	RRM2	Ribonucleoside-diphosphate reductases		
kd	CGS001-23223	RRP12	-		
kd	CGS001-23076	RRP1B	-		
oe	ccsbBroad304_02756	RRP8	-		
kd	CGS001-23378	RRP8	-		
oe	ccsbBroad304_02738	RRS1	-		
kd	CGS001-23212	RRS1	-		
cp	BRD-K08640512	RS-100329	Adrenergic receptor antagonist	ADRA1A, ADRA1D	Adrenergic receptor antagonist
cp	BRD-K87048468	RS-102221	Serotonin receptor antagonist	HTR2C, HTR2A, HTR2B	Serotonin receptor antagonist
cp	BRD-K83063356	RS-102895	CCR antagonist	CCR2	CCR antagonist
cp	BRD-K80725821	RS-16566	Serotonin receptor antagonist		Serotonin receptor antagonist
cp	BRD-K76840893	RS-17053	Adrenergic receptor antagonist	ADRA1A, ADRA1D	Adrenergic receptor antagonist
cp	BRD-K20742498	RS-39604	Serotonin receptor antagonist	HTR4	Serotonin receptor antagonist
cp	BRD-K26160755	RS-45041-190	Imidazoline receptor agonist		Imidazoline receptor agonist
cp	BRD-K87510569	RS-504393	CC chemokine receptor antagonist	CCR2, CCL2	CC chemokine receptor antagonist
cp	BRD-K20714604	RS-56812	Serotonin receptor partial agonist	HTR3A	Serotonin receptor partial agonist
cp	BRD-K46142322	RS-67333	Serotonin receptor partial agonist	HTR4	Serotonin receptor partial agonist
cp	BRD-K50018155	RS-67506	Serotonin receptor partial agonist	HTR4	Serotonin receptor partial agonist
cp	BRD-K86600316	RS-79948	Adrenergic receptor antagonist		Adrenergic receptor antagonist
oe	ccsbBroad304_04490	RSPH1	-		
kd	CGS001-89765	RSPH1	-		
oe	ccsbBroad304_01469	RSU1	-		
kd	CGS001-6251	RSU1	-		
oe	ccsbBroad304_07277	RTCD1	-		
kd	CGS001-8634	RTCD1	-		
kd	CGS001-51750	RTEL1	-		
kd	CGS001-6253	RTN2	-		
cp	BRD-K00234327	RU-24969	Serotonin receptor agonist	HTR1A, HTR1B, HTR6, HTR1D, HTR2A, HTR2B, HTR2C, HTR5A	Serotonin receptor agonist
cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor	NR3C2	Cytochrome P450 inhibitor
oe	ccsbBroad304_09020	RUFY1	Zinc fingers, FYVE domain containing		
kd	CGS001-80230	RUFY1	Zinc fingers, FYVE domain containing		
kd	CGS001-861	RUNX1	-		
oe	ccsbBroad304_01966	RUVBL1	ATPases / AAA-type		
kd	CGS001-8607	RUVBL1	ATPases / AAA-type		
oe	ccsbBroad304_02538	RUVBL2	ATPases / AAA-type		
kd	CGS001-10856	RUVBL2	ATPases / AAA-type		
cp	BRD-A29437505	RWJ-21757	TLR agonist	TLR7	TLR agonist
cp	BRD-A65597028	RX-821002	Adrenergic receptor antagonist	ADRA2A, ADRA2B, ADRA2C, ADRA1A, ADRA1B, ADRA1D	Adrenergic receptor antagonist
oe	ccsbBroad304_03880	RXFP1	GPCR / Class A : Relaxin family peptide receptors		
kd	CGS001-59350	RXFP1	GPCR / Class A : Relaxin family peptide receptors		
oe	ccsbBroad304_10014	RXFP4	GPCR / Class A : Relaxin family peptide receptors		
kd	CGS001-339403	RXFP4	GPCR / Class A : Relaxin family peptide receptors		
kd	CGS001-6256	RXRA	Retinoid X receptors		
kd	CGS001-6257	RXRB	Retinoid X receptors		
oe	ccsbBroad304_01470	RXRG	Retinoid X receptors		
kd	CGS001-6258	RXRG	Retinoid X receptors		
oe	ccsbBroad304_07884	RYBP	-		
kd	CGS001-23429	RYBP	-		
kd	CGS001-6259	RYK	Type XV RTKs: RYK		
cp	BRD-K43290182	Ro-04-6790	Serotonin receptor antagonist	HTR6	Serotonin receptor antagonist
cp	BRD-K46766488	S-14506	Serotonin receptor agonist	HTR1A, DRD2, HTR2C	Serotonin receptor agonist
oe	ccsbBroad304_01471	S100A1	EF-hand domain containing		
kd	CGS001-6271	S100A1	EF-hand domain containing		
oe	ccsbBroad304_01478	S100A11	EF-hand domain containing		
kd	CGS001-6282	S100A11	EF-hand domain containing		
oe	ccsbBroad304_06907	S100A13	S100 calcium binding proteins		
kd	CGS001-6284	S100A13	S100 calcium binding proteins		
kd	CGS001-6275	S100A4	EF-hand domain containing		
oe	ccsbBroad304_01475	S100A6	EF-hand domain containing		
